Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1185732,12-06-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$50.00,500,"$25,000.00","$7,500.00",In-store
Kohl's,1185732,10-07-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00,500,"$20,000.00","$7,000.00",In-store
Kohl's,1185732,11-08-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$50.00,500,"$25,000.00","$7,500.00",In-store
Kohl's,1185732,10-09-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00,500,"$20,000.00","$7,000.00",In-store
Kohl's,1185732,10-09-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$50.00,500,"$25,000.00","$7,500.00",In-store
Kohl's,1185732,12-10-2021 00:00,West,Wyoming,Cheyenne,Women's Street Footwear,$45.00,500,"$22,500.00","$7,875.00",In-store
Kohl's,1185732,11-11-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$45.00,500,"$22,500.00","$7,875.00",In-store
Foot Locker,1185732,10-12-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$45.00,500,"$22,500.00","$7,875.00",In-store
Foot Locker,1185732,10-12-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$55.00,500,"$27,500.00","$8,250.00",In-store
Foot Locker,1128299,25-05-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$50.00,500,"$25,000.00","$8,750.00",In-store
Sports Direct,1185732,17-02-2021 00:00,Southeast,Virginia,Richmond,Women's Street Footwear,$25.00,500,"$12,500.00","$3,750.00",In-store
Sports Direct,1185732,15-05-2021 00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,$50.00,500,"$25,000.00","$10,000.00",In-store
Sports Direct,1185732,16-08-2021 00:00,Midwest,Michigan,Detroit,Men's Apparel,$45.00,500,"$22,500.00","$9,000.00",In-store
Sports Direct,1185732,15-09-2021 00:00,Midwest,Michigan,Detroit,Women's Street Footwear,$35.00,500,"$17,500.00","$5,250.00",In-store
Sports Direct,1185732,16-11-2021 00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,$45.00,500,"$22,500.00","$9,000.00",In-store
Foot Locker,1185732,17-07-2021 00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$35.00,500,"$17,500.00","$6,125.00",In-store
Foot Locker,1185732,18-11-2021 00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,$35.00,500,"$17,500.00","$7,000.00",In-store
West Gear,1185732,10-12-2021 00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,$30.00,500,"$15,000.00","$5,250.00",In-store
West Gear,1185732,10-12-2021 00:00,West,Utah,Salt Lake City,Women's Apparel,$45.00,500,"$22,500.00","$11,250.00",In-store
West Gear,1128299,25-05-2021 00:00,West,Oregon,Portland,Men's Street Footwear,$50.00,500,"$25,000.00","$8,750.00",In-store
West Gear,1128299,17-02-2021 00:00,West,Oregon,Portland,Men's Street Footwear,$35.00,500,"$17,500.00","$7,000.00",In-store
West Gear,1128299,18-09-2021 00:00,South,Louisiana,New Orleans,Men's Street Footwear,$45.00,500,"$22,500.00","$9,000.00",Online
West Gear,1128299,18-09-2021 00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,$50.00,500,"$25,000.00","$10,000.00",Online
West Gear,1128299,17-11-2021 00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,$50.00,500,"$25,000.00","$10,000.00",Online
West Gear,1197831,05-05-2021 00:00,West,Idaho,Boise,Women's Athletic Footwear,$35.00,500,"$17,500.00","$7,875.00",Online
Foot Locker,1128299,22-03-2021 00:00,West,Arizona,Phoenix,Men's Street Footwear,$40.00,500,"$20,000.00","$7,000.00",Online
Foot Locker,1128299,23-04-2021 00:00,West,Arizona,Phoenix,Men's Street Footwear,$50.00,500,"$25,000.00","$8,750.00",Online
Foot Locker,1128299,23-10-2021 00:00,West,Arizona,Phoenix,Men's Street Footwear,$45.00,500,"$22,500.00","$7,875.00",Online
Foot Locker,1128299,23-10-2021 00:00,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00,500,"$25,000.00","$10,000.00",Online
Foot Locker,1128299,23-11-2021 00:00,West,Arizona,Phoenix,Men's Street Footwear,$45.00,500,"$22,500.00","$7,875.00",Online
Kohl's,1128299,25-07-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$60.00,500,"$30,000.00","$9,000.00",Online
Kohl's,1128299,25-07-2021 00:00,West,New Mexico,Albuquerque,Women's Apparel,$75.00,500,"$37,500.00","$9,375.00",Online
Kohl's,1128299,26-11-2021 00:00,West,New Mexico,Albuquerque,Women's Apparel,$75.00,500,"$37,500.00","$9,375.00",Online
Sports Direct,1128299,25-12-2021 00:00,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00,500,"$30,000.00","$10,500.00",Online
Sports Direct,1128299,25-12-2021 00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,$60.00,500,"$30,000.00","$10,500.00",Online
Sports Direct,1128299,13-02-2021 00:00,West,New Mexico,Albuquerque,Men's Street Footwear,$30.00,500,"$15,000.00","$6,000.00",Online
Sports Direct,1128299,13-08-2021 00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,$55.00,500,"$27,500.00","$9,625.00",Online
Foot Locker,1128299,12-12-2021 00:00,Southeast,Georgia,Atlanta,Women's Apparel,$70.00,500,"$35,000.00","$8,750.00",Online
Sports Direct,1185732,03-04-2021 00:00,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$25.00,500,"$12,500.00","$5,000.00",Online
Amazon,1185732,09-05-2021 00:00,Midwest,Ohio,Columbus,Men's Athletic Footwear,$45.00,500,"$22,500.00","$7,875.00",Online
Amazon,1185732,11-06-2021 00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,$50.00,500,"$25,000.00","$10,000.00",Online
Amazon,1185732,11-06-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$65.00,500,"$32,500.00","$11,375.00",Online
Amazon,1185732,10-08-2021 00:00,Midwest,Ohio,Columbus,Men's Apparel,$55.00,500,"$27,500.00","$9,625.00",Online
Amazon,1185732,10-11-2021 00:00,Midwest,Ohio,Columbus,Men's Athletic Footwear,$25.00,500,"$12,500.00","$4,375.00",Online
Amazon,1185732,10-11-2021 00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,$65.00,500,"$32,500.00","$13,000.00",Online
Amazon,1185732,22-01-2021 00:00,Midwest,Ohio,Columbus,Men's Street Footwear,$40.00,500,"$20,000.00","$8,000.00",Online
Foot Locker,1185732,18-02-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$25.00,500,"$12,500.00","$6,250.00",Online
Foot Locker,1185732,16-05-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$50.00,500,"$25,000.00","$12,500.00",Online
Foot Locker,1185732,18-06-2021 00:00,South,Mississippi,Jackson,Men's Athletic Footwear,$40.00,500,"$20,000.00","$7,000.00",Online
Walmart,1185732,16-07-2021 00:00,South,Mississippi,Jackson,Men's Apparel,$60.00,500,"$30,000.00","$10,500.00",Online
Walmart,1185732,16-09-2021 00:00,South,Mississippi,Jackson,Women's Apparel,$35.00,500,"$17,500.00","$8,750.00",Online
Walmart,1185732,18-10-2021 00:00,South,Mississippi,Jackson,Men's Athletic Footwear,$25.00,500,"$12,500.00","$4,375.00",Online
West Gear,1197831,19-12-2021 00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,$60.00,500,"$30,000.00","$10,500.00",Online
West Gear,1197831,19-12-2021 00:00,South,Arkansas,Little Rock,Women's Apparel,$75.00,500,"$37,500.00","$15,000.00",Online
Kohl's,1197831,13-04-2021 00:00,Midwest,Kansas,Wichita,Men's Street Footwear,$25.00,500,"$12,500.00","$4,375.00",Online
Kohl's,1197831,12-07-2021 00:00,Midwest,Kansas,Wichita,Women's Apparel,$65.00,500,"$32,500.00","$11,375.00",Online
Kohl's,1197831,14-10-2021 00:00,Midwest,Kansas,Wichita,Men's Street Footwear,$30.00,500,"$15,000.00","$5,250.00",Online
Foot Locker,1185732,12-06-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$45.00,500,"$22,500.00","$7,875.00",Online
Sports Direct,1185732,11-12-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$60.00,500,"$30,000.00","$10,500.00",Online
Sports Direct,1185732,09-06-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$40.00,500,"$20,000.00","$7,000.00",In-store
Foot Locker,1185732,08-12-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$60.00,500,"$30,000.00","$10,500.00",In-store
Foot Locker,1185732,06-02-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,500,"$15,000.00","$4,500.00",In-store
West Gear,1185732,03-02-2021 00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,$30.00,500,"$15,000.00","$4,500.00",In-store
West Gear,1185732,10-01-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$35.00,500,"$17,500.00","$7,000.00",In-store
West Gear,1185732,10-04-2021 00:00,Midwest,Indiana,Indianapolis,Men's Street Footwear,$25.00,500,"$12,500.00","$5,000.00",In-store
West Gear,1185732,17-01-2021 00:00,Midwest,Indiana,Indianapolis,Men's Street Footwear,$35.00,500,"$17,500.00","$7,000.00",In-store
West Gear,1185732,22-06-2021 00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,$50.00,500,"$25,000.00","$10,000.00",In-store
Sports Direct,1185732,21-08-2021 00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,$50.00,500,"$25,000.00","$10,000.00",In-store
Foot Locker,1185732,13-07-2021 00:00,Northeast,Delaware,Wilmington,Women's Apparel,$60.00,500,"$30,000.00","$12,000.00",In-store
Sports Direct,1185732,07-01-2021 00:00,Northeast,New Jersey,Newark,Men's Street Footwear,$40.00,500,"$20,000.00","$8,000.00",In-store
Sports Direct,1185732,04-04-2021 00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00,500,"$20,000.00","$8,000.00",In-store
Sports Direct,1185732,03-09-2021 00:00,Northeast,Connecticut,Hartford,Men's Street Footwear,$55.00,500,"$27,500.00","$11,000.00",In-store
Sports Direct,1185732,06-12-2021 00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,$60.00,500,"$30,000.00","$10,500.00",In-store
Sports Direct,1185732,15-02-2021 00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,$40.00,500,"$20,000.00","$6,000.00",In-store
Amazon,1185732,10-07-2021 00:00,Northeast,Vermont,Burlington,Women's Apparel,$65.00,500,"$32,500.00","$13,000.00",In-store
Foot Locker,1185732,24-01-2021 00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,$55.00,500,"$27,500.00","$9,625.00",Outlet
Foot Locker,1185732,12-06-2021 00:00,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00,495,"$24,750.00","$9,900.00",Outlet
Foot Locker,1185732,24-06-2021 00:00,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00,495,"$29,700.00","$11,880.00",Outlet
Amazon,1185732,05-11-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,$55.00,495,"$27,225.00","$9,529.00",Outlet
Foot Locker,1185732,11-03-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$40.00,495,"$19,800.00","$6,930.00",Online
Foot Locker,1185732,13-05-2021 00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$60.00,495,"$29,700.00","$10,395.00",Online
Sports Direct,1185732,08-03-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00,495,"$14,850.00","$5,198.00",Online
Sports Direct,1185732,10-05-2021 00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,$60.00,495,"$29,700.00","$10,395.00",In-store
West Gear,1185732,04-05-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$60.00,495,"$29,700.00","$8,910.00",In-store
Kohl's,1185732,06-03-2021 00:00,Northeast,New Jersey,Newark,Men's Street Footwear,$35.00,495,"$17,325.00","$6,064.00",In-store
Sports Direct,1185732,13-05-2021 00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,$55.00,495,"$27,225.00","$8,168.00",In-store
Foot Locker,1185732,31-05-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$45.00,475,"$21,375.00","$8,550.00",Outlet
Sports Direct,1197831,19-08-2021 00:00,South,Texas,Dallas,Women's Street Footwear,$35.00,475,"$16,625.00","$4,988.00",Outlet
Sports Direct,1197831,14-10-2021 00:00,South,Texas,Dallas,Men's Apparel,$60.00,475,"$28,500.00","$9,975.00",Outlet
Foot Locker,1185732,28-10-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$45.00,475,"$21,375.00","$11,756.00",Outlet
Foot Locker,1185732,09-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00,475,"$30,875.00","$15,438.00",Outlet
Foot Locker,1185732,27-12-2021 00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$70.00,475,"$33,250.00","$18,288.00",Outlet
West Gear,1128299,07-01-2020 00:00,West,Nevada,Las Vegas,Women's Apparel,$45.00,475,"$21,375.00","$4,275.00",Outlet
West Gear,1128299,16-02-2020 00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,$65.00,475,"$30,875.00","$10,806.00",In-store
West Gear,1128299,17-02-2020 00:00,West,Nevada,Las Vegas,Men's Apparel,$75.00,475,"$35,625.00","$19,594.00",In-store
West Gear,1128299,08-03-2020 00:00,West,Nevada,Las Vegas,Women's Apparel,$75.00,475,"$35,625.00","$5,344.00",In-store
West Gear,1128299,11-03-2020 00:00,West,Nevada,Las Vegas,Women's Street Footwear,$60.00,475,"$28,500.00","$9,975.00",In-store
West Gear,1128299,12-03-2020 00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00,475,"$28,500.00","$8,550.00",In-store
West Gear,1128299,20-03-2020 00:00,West,Colorado,Denver,Women's Apparel,$40.00,475,"$19,000.00","$2,850.00",In-store
West Gear,1128299,13-04-2020 00:00,West,Colorado,Denver,Women's Apparel,$80.00,475,"$38,000.00","$11,400.00",In-store
West Gear,1128299,23-04-2020 00:00,West,Colorado,Denver,Women's Athletic Footwear,$65.00,475,"$30,875.00","$12,350.00",In-store
West Gear,1128299,27-07-2020 00:00,West,Washington,Seattle,Women's Street Footwear,$60.00,475,"$28,500.00","$7,125.00",In-store
West Gear,1128299,04-08-2020 00:00,West,Washington,Seattle,Men's Apparel,$90.00,475,"$42,750.00","$10,688.00",In-store
Foot Locker,1185732,22-12-2020 00:00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",Outlet
Kohl's,1189833,28-12-2020 00:00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$35.00,475,"$16,625.00","$7,481.00",Outlet
Kohl's,1189833,29-12-2020 00:00,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$45.00,475,"$21,375.00","$6,413.00",Outlet
Kohl's,1189833,30-12-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$45.00,475,"$21,375.00","$9,619.00",Outlet
Kohl's,1189833,02-01-2021 00:00,Midwest,Montana,Billings,Women's Apparel,$45.00,475,"$21,375.00","$5,344.00",Outlet
Kohl's,1189833,06-02-2021 00:00,Midwest,Montana,Billings,Men's Apparel,$45.00,475,"$21,375.00","$12,825.00",Outlet
Kohl's,1189833,07-02-2021 00:00,Midwest,Montana,Billings,Women's Apparel,$60.00,475,"$28,500.00","$7,125.00",Outlet
Kohl's,1189833,03-03-2021 00:00,Midwest,Montana,Billings,Women's Apparel,$60.00,475,"$28,500.00","$7,125.00",Outlet
Kohl's,1189833,06-03-2021 00:00,Midwest,Montana,Billings,Women's Street Footwear,$45.00,475,"$21,375.00","$9,619.00",Outlet
Kohl's,1189833,07-03-2021 00:00,Midwest,Montana,Billings,Women's Athletic Footwear,$45.00,475,"$21,375.00","$8,550.00",Outlet
Sports Direct,1197831,21-03-2021 00:00,South,Tennessee,Knoxville,Women's Apparel,$35.00,475,"$16,625.00","$8,313.00",Outlet
Sports Direct,1197831,24-03-2021 00:00,South,Tennessee,Knoxville,Women's Street Footwear,$30.00,475,"$14,250.00","$5,700.00",Outlet
Sports Direct,1197831,24-04-2021 00:00,South,Tennessee,Knoxville,Women's Athletic Footwear,$45.00,475,"$21,375.00","$11,756.00",Outlet
Sports Direct,1197831,25-04-2021 00:00,South,Tennessee,Knoxville,Men's Apparel,$50.00,475,"$23,750.00","$9,500.00",Outlet
Sports Direct,1197831,12-05-2021 00:00,South,Tennessee,Knoxville,Women's Athletic Footwear,$55.00,475,"$26,125.00","$14,369.00",Outlet
Foot Locker,1185732,27-05-2021 00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,$35.00,475,"$16,625.00","$6,650.00",Outlet
Sports Direct,1197831,03-08-2021 00:00,Midwest,Nebraska,Omaha,Women's Street Footwear,$30.00,475,"$14,250.00","$5,700.00",Outlet
Sports Direct,1197831,04-08-2021 00:00,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$35.00,475,"$16,625.00","$8,313.00",Outlet
Sports Direct,1197831,06-08-2021 00:00,South,Alabama,Birmingham,Women's Apparel,$35.00,475,"$16,625.00","$9,144.00",Outlet
Sports Direct,1197831,26-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$35.00,475,"$16,625.00","$8,313.00",Outlet
Sports Direct,1197831,29-09-2021 00:00,South,Alabama,Birmingham,Women's Apparel,$40.00,475,"$19,000.00","$12,350.00",Outlet
Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,$65.00,475,"$30,875.00","$10,806.00",Outlet
Foot Locker,1128299,10-02-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,$35.00,475,"$16,625.00","$4,156.00",Outlet
Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,$75.00,475,"$35,625.00","$14,250.00",Outlet
Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,$75.00,475,"$35,625.00","$8,906.00",Outlet
Walmart,1128299,10-10-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,$55.00,475,"$26,125.00","$6,531.00",Outlet
Walmart,1128299,10-10-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,$65.00,475,"$30,875.00","$6,175.00",Outlet
Sports Direct,1128299,17-01-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,$50.00,475,"$23,750.00","$10,688.00",Outlet
Walmart,1128299,17-08-2021 00:00,Southeast,Florida,Orlando,Women's Athletic Footwear,$80.00,475,"$38,000.00","$11,400.00",In-store
Walmart,1128299,17-08-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$80.00,475,"$38,000.00","$7,600.00",In-store
Walmart,1128299,17-11-2021 00:00,Southeast,Florida,Orlando,Men's Apparel,$85.00,475,"$40,375.00","$8,075.00",In-store
West Gear,1185732,10-02-2021 00:00,Northeast,New York,Albany,Women's Athletic Footwear,$40.00,475,"$19,000.00","$5,700.00",In-store
West Gear,1185732,08-03-2021 00:00,Northeast,New York,Albany,Men's Apparel,$55.00,475,"$26,125.00","$9,144.00",In-store
West Gear,1185732,09-04-2021 00:00,Northeast,New York,Albany,Men's Apparel,$55.00,475,"$26,125.00","$9,144.00",In-store
Kohl's,1185732,10-05-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$50.00,475,"$23,750.00","$7,125.00",In-store
Kohl's,1185732,12-10-2021 00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,$45.00,475,"$21,375.00","$7,481.00",In-store
Kohl's,1185732,12-10-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$55.00,475,"$26,125.00","$7,838.00",In-store
Kohl's,1185732,11-11-2021 00:00,West,Wyoming,Cheyenne,Men's Apparel,$55.00,475,"$26,125.00","$7,838.00",In-store
Foot Locker,1128299,23-03-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$40.00,475,"$19,000.00","$6,650.00",In-store
Foot Locker,1128299,24-04-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",In-store
Foot Locker,1128299,24-11-2021 00:00,Southeast,Virginia,Richmond,Women's Street Footwear,$45.00,475,"$21,375.00","$7,481.00",In-store
Sports Direct,1128299,23-12-2021 00:00,Southeast,Virginia,Richmond,Men's Apparel,$80.00,475,"$38,000.00","$15,200.00",In-store
Sports Direct,1185732,15-03-2021 00:00,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00,475,"$11,875.00","$3,563.00",In-store
Sports Direct,1185732,15-03-2021 00:00,Midwest,Michigan,Detroit,Women's Apparel,$35.00,475,"$16,625.00","$9,144.00",In-store
Sports Direct,1185732,15-05-2021 00:00,Midwest,Michigan,Detroit,Women's Street Footwear,$45.00,475,"$21,375.00","$6,413.00",In-store
Sports Direct,1185732,15-05-2021 00:00,Midwest,Michigan,Detroit,Men's Apparel,$55.00,475,"$26,125.00","$10,450.00",In-store
Sports Direct,1185732,15-09-2021 00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,$35.00,475,"$16,625.00","$5,819.00",In-store
Sports Direct,1185732,15-09-2021 00:00,Midwest,Michigan,Detroit,Men's Apparel,$45.00,475,"$21,375.00","$8,550.00",In-store
Sports Direct,1185732,16-11-2021 00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,$45.00,475,"$21,375.00","$7,481.00",In-store
Foot Locker,1185732,18-08-2021 00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$40.00,475,"$19,000.00","$6,650.00",In-store
Foot Locker,1185732,18-08-2021 00:00,Midwest,Missouri,St. Louis,Women's Apparel,$40.00,475,"$19,000.00","$9,500.00",In-store
West Gear,1185732,11-01-2021 00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$25.00,475,"$11,875.00","$4,156.00",In-store
West Gear,1185732,11-01-2021 00:00,Midwest,Missouri,St. Louis,Women's Apparel,$25.00,475,"$11,875.00","$5,938.00",In-store
West Gear,1185732,10-07-2021 00:00,West,Utah,Salt Lake City,Women's Street Footwear,$25.00,475,"$11,875.00","$4,156.00",In-store
West Gear,1128299,23-03-2021 00:00,West,Oregon,Portland,Men's Street Footwear,$40.00,475,"$19,000.00","$6,650.00",In-store
West Gear,1128299,24-04-2021 00:00,West,Oregon,Portland,Men's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",In-store
West Gear,1128299,24-11-2021 00:00,West,Oregon,Portland,Women's Street Footwear,$45.00,475,"$21,375.00","$7,481.00",In-store
West Gear,1128299,23-12-2021 00:00,West,Oregon,Portland,Men's Apparel,$80.00,475,"$38,000.00","$15,200.00",In-store
West Gear,1128299,17-08-2021 00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,$75.00,475,"$35,625.00","$14,250.00",Online
West Gear,1128299,17-08-2021 00:00,South,Louisiana,New Orleans,Men's Apparel,$65.00,475,"$30,875.00","$13,894.00",Online
West Gear,1128299,17-11-2021 00:00,South,Louisiana,New Orleans,Men's Apparel,$70.00,475,"$33,250.00","$14,963.00",Online
Foot Locker,1197831,05-01-2021 00:00,South,Louisiana,New Orleans,Women's Street Footwear,$30.00,475,"$14,250.00","$4,275.00",Online
Foot Locker,1197831,05-01-2021 00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,$35.00,475,"$16,625.00","$6,650.00",Online
West Gear,1197831,05-01-2021 00:00,South,Louisiana,New Orleans,Women's Apparel,$35.00,475,"$16,625.00","$7,481.00",Online
West Gear,1197831,05-04-2021 00:00,West,Idaho,Boise,Women's Street Footwear,$25.00,475,"$11,875.00","$4,156.00",Online
Foot Locker,1197831,08-08-2021 00:00,West,Idaho,Boise,Women's Athletic Footwear,$50.00,475,"$23,750.00","$11,875.00",Online
Sports Direct,1197831,08-08-2021 00:00,West,Idaho,Boise,Men's Apparel,$55.00,475,"$26,125.00","$9,144.00",Online
Foot Locker,1197831,04-12-2021 00:00,West,Idaho,Boise,Men's Apparel,$55.00,475,"$26,125.00","$9,144.00",Online
Foot Locker,1128299,23-02-2021 00:00,West,Idaho,Boise,Men's Street Footwear,$30.00,475,"$14,250.00","$4,988.00",Online
Foot Locker,1128299,23-06-2021 00:00,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00,475,"$26,125.00","$10,450.00",Online
Foot Locker,1128299,23-06-2021 00:00,West,Arizona,Phoenix,Women's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",Online
Foot Locker,1128299,22-07-2021 00:00,West,Arizona,Phoenix,Women's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",Online
Kohl's,1128299,26-01-2021 00:00,West,Arizona,Phoenix,Men's Street Footwear,$35.00,475,"$16,625.00","$5,819.00",Online
Kohl's,1128299,26-01-2021 00:00,West,Arizona,Phoenix,Men's Athletic Footwear,$45.00,475,"$21,375.00","$8,550.00",Online
Kohl's,1128299,26-01-2021 00:00,West,Arizona,Phoenix,Women's Street Footwear,$45.00,475,"$21,375.00","$7,481.00",Online
Kohl's,1128299,26-01-2021 00:00,West,Arizona,Phoenix,Women's Apparel,$45.00,475,"$21,375.00","$5,344.00",Online
Kohl's,1128299,26-08-2021 00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,$60.00,475,"$28,500.00","$9,975.00",Online
Kohl's,1128299,26-08-2021 00:00,West,New Mexico,Albuquerque,Men's Apparel,$70.00,475,"$33,250.00","$9,975.00",Online
Kohl's,1128299,27-09-2021 00:00,West,New Mexico,Albuquerque,Women's Street Footwear,$50.00,475,"$23,750.00","$8,313.00",Online
Kohl's,1128299,27-09-2021 00:00,West,New Mexico,Albuquerque,Women's Apparel,$65.00,475,"$30,875.00","$7,719.00",Online
Sports Direct,1128299,12-07-2021 00:00,Southeast,Georgia,Atlanta,Men's Apparel,$55.00,475,"$26,125.00","$9,144.00",Online
Sports Direct,1128299,12-07-2021 00:00,Southeast,Georgia,Atlanta,Women's Apparel,$70.00,475,"$33,250.00","$8,313.00",Online
Sports Direct,1128299,13-11-2021 00:00,Southeast,Georgia,Atlanta,Women's Apparel,$70.00,475,"$33,250.00","$8,313.00",Online
Foot Locker,1128299,12-12-2021 00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,$55.00,475,"$26,125.00","$9,144.00",Online
Foot Locker,1128299,12-12-2021 00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$55.00,475,"$26,125.00","$10,450.00",Online
Sports Direct,1185732,02-03-2021 00:00,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$25.00,475,"$11,875.00","$4,750.00",Online
Amazon,1185732,13-01-2021 00:00,Southeast,North Carolina,Charlotte,Men's Apparel,$45.00,475,"$21,375.00","$7,481.00",Online
Amazon,1185732,11-02-2021 00:00,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$35.00,475,"$16,625.00","$5,819.00",Online
Amazon,1185732,09-03-2021 00:00,Midwest,Ohio,Columbus,Women's Street Footwear,$20.00,475,"$9,500.00","$3,800.00",Online
Amazon,1185732,09-03-2021 00:00,Midwest,Ohio,Columbus,Women's Apparel,$30.00,475,"$14,250.00","$7,125.00",Online
Amazon,1185732,09-05-2021 00:00,Midwest,Ohio,Columbus,Women's Street Footwear,$40.00,475,"$19,000.00","$7,600.00",Online
Amazon,1185732,09-09-2021 00:00,Midwest,Ohio,Columbus,Women's Street Footwear,$25.00,475,"$11,875.00","$4,750.00",Online
